;Number of Data;Title;Authors;Source;Year;T (K);p (kPa);xC2H6;xC3H8;xCO2;xCH4;xN2;xC4H10;xH2S;C2H6;C3H8;H2O in Aqueous Liquid;Nonpolar Liquid;H2O in Hydrate;Vapor;H2O in Hydrate sII;H2O in Hydrate sI;CO2;C4H10;Ice;N2;CH4;H2S
543;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;220.6;0.0;0.0;0.099;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
544;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;262.0;0.0;0.0;0.435;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
545;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;337.8;0.0;0.0;0.602;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
546;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;406.8;0.0;0.0;0.71;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
547;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;489.5;0.0;0.0;0.8420000000000001;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
548;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;592.9;0.0;0.0;0.885;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
549;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;655.0;0.0;0.0;0.9079999999999999;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
550;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;717.1;0.0;0.0;0.9329999999999999;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
551;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;848.1;0.0;0.0;0.9440000000000001;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
552;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;985.9;0.0;0.0;0.953;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
553;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;1261.7;0.0;0.0;0.963;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
554;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;351.6;0.0;0.0;0.327;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
555;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;448.2;0.0;0.0;0.65;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
556;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;551.6;0.0;0.0;0.748;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
557;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;737.7;0.0;0.0;0.86;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
558;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;917.0;0.0;0.0;0.922;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
559;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;999.7;0.0;0.0;0.937;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
560;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;1268.6;0.0;0.0;0.951;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
561;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;1634.1;0.0;0.0;0.958;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
562;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;551.6;0.0;0.0;0.35700000000000004;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
563;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;717.1;0.0;0.0;0.634;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
564;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;965.3;0.0;0.0;0.8109999999999999;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
565;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;1337.6;0.0;0.0;0.912;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
566;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;1537.5;0.0;0.0;0.929;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
567;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;2164.9;0.0;0.0;0.9470000000000001;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
568;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;930.8;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
569;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;965.3;0.0;0.0;0.49700000000000005;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
570;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;1020.4;0.0;0.0;0.74;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
571;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;1123.8;0.0;0.0;0.8009999999999999;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
572;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;1640.9;0.0;0.0;0.8909999999999999;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
573;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;1999.5;0.0;0.0;0.9109999999999999;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
574;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;2316.6;0.0;0.0;0.924;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
575;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;2999.2;0.0;0.0;0.94;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
576;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;1248.3;0.0;0.0;0.35;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
577;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;1317.2;0.0;0.0;0.5770000000000001;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
578;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;1510.3;0.0;0.0;0.794;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
579;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;1800.0;0.0;0.0;0.852;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
580;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;2206.9;0.0;0.0;0.885;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
581;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;2779.3;0.0;0.0;0.9079999999999999;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
582;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;3186.2;0.0;0.0;0.92;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
583;Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;3800.0;0.0;0.0;0.9279999999999999;0.0;0.0;0.0;0.0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
584;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;1406.5;0.0;0.0;0.971;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
585;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;273.7;1358.3;0.0;0.0;0.985;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
586;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;1799.5;0.0;0.0;0.968;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
587;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;1771.9;0.0;0.0;0.971;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
588;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;275.9;1682.3;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
589;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;2440.7;0.0;0.0;0.9540000000000001;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
590;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;2344.2;0.0;0.0;0.97;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
591;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;278.2;2227.0;0.0;0.0;0.987;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
592;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;3109.5;0.0;0.0;0.9540000000000001;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
593;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;3033.7;0.0;0.0;0.965;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
594;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;280.4;2909.6;0.0;0.0;0.987;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
595;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;3820.7;0.0;0.0;0.9520000000000001;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
596;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;3724.1;0.0;0.0;0.97;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
597;Dataset 693;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;282.0;3641.4;0.0;0.0;0.987;0.0;0.0;0.0;0.0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
709;Dataset 62;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;280.07;1170.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
710;Dataset 62;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;282.74;2340.0;0.0;0.968;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
711;Dataset 62;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;285.25;4080.0;0.0;0.935;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
712;Dataset 62;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;287.38;5830.0;0.0;0.8959999999999999;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
713;Dataset 62;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;287.7;6170.0;0.0;0.8859999999999999;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
714;Dataset 62;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;289.8;8860.0;0.0;0.831;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
715;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;278.98;760.0;0.0;0.711;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
716;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;281.23;1540.0;0.0;0.47700000000000004;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
717;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;283.17;2880.0;0.0;0.265;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
718;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;284.58;3680.0;0.0;0.22899999999999998;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
719;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;287.95;6370.0;0.0;0.188;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
720;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;289.65;8580.0;0.0;0.188;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
721;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;292.27;13370.0;0.0;0.213;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
722;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;292.29;13510.0;0.0;0.21600000000000003;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
723;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;292.95;14920.0;0.0;0.23;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
724;Dataset 63;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;293.8;16990.0;0.0;0.237;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;0;0;1;0;0
725;Dataset 64;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;280.13;1980.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;0;0;0;0;0;0;1;0;0
726;Dataset 64;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;280.33;5650.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;0;0;0;0;0;0;1;0;0
727;Dataset 64;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;280.58;9390.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;0;0;0;0;0;0;1;0;0
728;Dataset 64;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;280.86;13890.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;0;0;0;0;0;0;1;0;0
729;Dataset 64;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;282.8;2850.0;0.0;0.968;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;0;0;0;0;0;0;1;0;0
730;Dataset 64;EXPERIMENTAL MEASUREMENT AND PREDICTION OF HYDRATE  FORMING CONDITIONS IN THE NITROGEN-PROPANE-WATER  SYSTEM;Ng, H.-J.[Heng-Joo], Petrunia, J. P.[Jonathan P.] and Robinson, D. B.[Donald B.];Fluid Phase Equilib. 1, 283-291;1978;283.25;7100.0;0.0;0.968;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;0;0;0;0;0;0;1;0;0
